time,open,high,low,close,volume,oi,funding
1774490100000.0,91.74,91.86,91.71,91.76,16500.37,8882908.13,-0.00019447
1774490400000.0,91.76,91.79,91.71,91.76,12608.88,8882908.13,-0.00019447
1774490700000.0,91.76,91.78,91.47,91.52,44451.46,8882908.13,-0.00019447
1774491000000.0,91.52,91.56,91.38,91.47,34556.77,8882908.13,-0.00019447
1774491300000.0,91.47,91.48,91.13,91.16,101597.57,8882908.13,-0.00019447
1774491600000.0,91.16,91.35,91.11,91.17,93918.61,8882908.13,-0.00019447
1774491900000.0,91.17,91.33,91.16,91.17,42067.99,8882908.13,-0.00019447
1774492200000.0,91.17,91.19,90.6,90.84,272318.37,8882908.13,-0.00019447
1774492500000.0,90.85,90.87,90.62,90.66,102523.6,8882908.13,-0.00019447
1774492800000.0,90.67,90.88,90.65,90.82,45311.14,8882908.13,-0.00019447
1774493100000.0,90.83,90.91,90.77,90.9,36250.93,8882908.13,-0.00019447
1774493400000.0,90.9,90.94,90.78,90.82,33214.69,8882908.13,-0.00019447
1774493700000.0,90.82,90.91,90.81,90.89,17984.99,8882908.13,-0.00019447
1774494000000.0,90.89,90.89,90.68,90.73,55375.93,8882908.13,-0.00019447
1774494300000.0,90.72,90.8,90.67,90.8,27586.44,8882908.13,-0.00019447
1774494600000.0,90.81,91.03,90.78,91.02,66140.58,8882908.13,-0.00019447
1774494900000.0,91.03,91.03,90.82,90.86,84731.78,8882908.13,-0.00019447
1774495200000.0,90.86,90.89,90.58,90.65,76260.93,8882908.13,-0.00019447
1774495500000.0,90.65,90.75,90.53,90.61,83389.04,8882908.13,-0.00019447
1774495800000.0,90.61,90.79,90.6,90.76,38005.3,8882908.13,-0.00019447
1774496100000.0,90.76,90.88,90.74,90.88,36443.25,8882908.13,-0.00019447
1774496400000.0,90.87,90.92,90.85,90.89,35798.67,8882908.13,-0.00019447
1774496700000.0,90.89,90.98,90.87,90.9,24072.02,8882908.13,-0.00019447
1774497000000.0,90.9,91.08,90.87,91.04,35005.75,8882908.13,-0.00019447
1774497300000.0,91.05,91.1,91.0,91.01,34188.14,8882908.13,-0.00019447
1774497600000.0,91.02,91.02,90.84,90.85,30414.08,8882908.13,-0.00019447
1774497900000.0,90.85,90.87,90.8,90.82,32045.05,8882908.13,-0.00019447
1774498200000.0,90.82,90.88,90.71,90.72,31284.36,8882908.13,-0.00019447
1774498500000.0,90.72,90.76,90.61,90.68,64570.85,8882908.13,-0.00019447
1774498800000.0,90.68,90.8,90.68,90.75,29691.14,8882908.13,-0.00019447
1774499100000.0,90.75,90.85,90.75,90.84,25315.36,8882908.13,-0.00019447
1774499400000.0,90.84,90.92,90.77,90.78,21371.29,8882908.13,-0.00019447
1774499700000.0,90.78,90.88,90.78,90.86,20635.12,8882908.13,-0.00019447
1774500000000.0,90.85,90.85,90.73,90.81,37628.78,8882908.13,-0.00019447
1774500300000.0,90.82,90.93,90.81,90.92,15350.57,8882908.13,-0.00019447
1774500600000.0,90.92,90.93,90.78,90.79,16279.11,8882908.13,-0.00019447
1774500900000.0,90.8,90.8,90.72,90.76,13841.46,8882908.13,-0.00019447
1774501200000.0,90.75,90.79,90.72,90.76,30787.34,8882908.13,-0.00019447
1774501500000.0,90.77,90.77,90.31,90.4,177583.37,8882908.13,-0.00019447
1774501800000.0,90.4,90.42,89.88,89.93,666653.12,8882908.13,-0.00019447
1774502100000.0,89.94,89.98,89.85,89.92,143003.41,8882908.13,-0.00019447
1774502400000.0,89.91,90.0,89.91,89.99,116245.81,8882908.13,-0.00019447
1774502700000.0,89.99,90.0,89.8,89.99,99862.99,8882908.13,-0.00019447
1774503000000.0,89.98,90.08,89.9,90.02,125730.52,8882908.13,-0.00019447
1774503300000.0,90.02,90.07,89.92,89.94,63830.86,8882908.13,-0.00019447
1774503600000.0,89.94,89.97,89.42,89.55,243175.09,8882908.13,-0.00019447
1774503900000.0,89.55,89.59,89.22,89.5,234525.21,8882908.13,-0.00019447
1774504200000.0,89.51,89.51,89.16,89.19,144103.76,8882908.13,-0.00019447
1774504500000.0,89.19,89.22,89.04,89.18,136031.53,8882908.13,-0.00019447
1774504800000.0,89.17,89.24,88.92,89.11,256042.79,8882908.13,-0.00019447
1774505100000.0,89.11,89.22,88.95,89.16,127095.78,8882908.13,-0.00019447
1774505400000.0,89.16,89.17,89.0,89.15,111319.78,8882908.13,-0.00019447
1774505700000.0,89.15,89.17,89.04,89.13,108481.6,8882908.13,-0.00019447
1774506000000.0,89.13,89.14,88.91,88.97,193284.86,8882908.13,-0.00019447
1774506300000.0,88.97,89.05,88.81,89.03,153164.06,8882908.13,-0.00019447
1774506600000.0,89.02,89.09,88.91,88.95,131996.32,8882908.13,-0.00019447
1774506900000.0,88.96,88.98,88.85,88.9,96491.06,8882908.13,-0.00019447
1774507200000.0,88.9,88.95,88.83,88.93,64821.97,8882908.13,-0.00019447
1774507500000.0,88.93,89.06,88.91,89.04,97843.85,8882908.13,-0.00019447
1774507800000.0,89.04,89.05,88.97,89.01,45765.51,8882908.13,-0.00019447
1774508100000.0,89.0,89.12,88.94,88.99,80656.24,8882908.13,-0.00019447
1774508400000.0,88.99,89.19,88.92,89.14,129177.26,8882908.13,-0.00019447
1774508700000.0,89.14,89.19,88.95,89.16,93458.62,8882908.13,-0.00019447
1774509000000.0,89.15,89.15,89.05,89.09,55996.02,8882908.13,-0.00019447
1774509300000.0,89.08,89.15,89.03,89.1,65406.66,8882908.13,-0.00019447
1774509600000.0,89.1,89.33,88.91,89.01,181392.11,8882908.13,-0.00019447
1774509900000.0,89.01,89.06,88.91,88.94,69354.85,8882908.13,-0.00019447
1774510200000.0,88.95,88.97,88.72,88.95,123475.64,8882908.13,-0.00019447
1774510500000.0,88.95,89.04,88.9,89.03,48885.88,8882908.13,-0.00019447
1774510800000.0,89.04,89.11,88.77,88.79,105393.69,8882908.13,-0.00019447
1774511100000.0,88.78,89.01,88.77,88.99,106999.59,8882908.13,-0.00019447
1774511400000.0,88.99,89.15,88.98,89.13,52682.73,8882908.13,-0.00019447
1774511700000.0,89.13,89.15,89.03,89.04,49491.0,8882908.13,-0.00019447
1774512000000.0,89.03,89.04,88.8,88.81,96140.85,8882908.13,-0.00019447
1774512300000.0,88.82,88.86,88.67,88.81,110806.91,8882908.13,-0.00019447
1774512600000.0,88.81,88.83,88.63,88.67,57476.68,8882908.13,-0.00019447
1774512900000.0,88.67,88.78,88.6,88.69,58693.49,8882908.13,-0.00019447
1774513200000.0,88.7,88.74,88.58,88.65,59739.02,8882908.13,-0.00019447
1774513500000.0,88.64,88.72,88.6,88.63,42490.28,8882908.13,-0.00019447
1774513800000.0,88.62,88.75,88.61,88.75,30626.55,8882908.13,-0.00019447
1774514100000.0,88.75,88.81,88.64,88.67,41266.35,8882908.13,-0.00019447
1774514400000.0,88.67,88.72,88.6,88.69,53034.77,8882908.13,-0.00019447
1774514700000.0,88.69,88.85,88.65,88.72,60849.97,8882908.13,-0.00019447
1774515000000.0,88.72,88.85,88.7,88.79,54589.98,8882908.13,-0.00019447
1774515300000.0,88.79,88.92,88.78,88.81,65833.86,8882908.13,-0.00019447
1774515600000.0,88.81,88.83,88.64,88.75,60948.61,8882908.13,-0.00019447
1774515900000.0,88.75,88.97,88.69,88.86,66098.96,8882908.13,-0.00019447
1774516200000.0,88.87,88.93,88.81,88.84,30770.37,8882908.13,-0.00019447
1774516500000.0,88.84,88.84,88.67,88.73,24286.62,8882908.13,-0.00019447
1774516800000.0,88.72,88.84,88.72,88.76,26912.28,8882908.13,-0.00019447
1774517100000.0,88.76,88.88,88.74,88.85,26319.45,8882908.13,-0.00019447
1774517400000.0,88.85,88.85,87.66,87.79,747752.64,8882908.13,-0.00019447
1774517700000.0,87.79,88.13,87.7,88.0,162696.3,8882908.13,-0.00019447
1774518000000.0,87.99,88.1,87.9,88.05,119558.08,8882908.13,-0.00019447
1774518300000.0,88.06,88.06,87.81,87.85,110592.64,8882908.13,-0.00019447
1774518600000.0,87.84,88.11,87.84,88.08,69449.21,8882908.13,-0.00019447
1774518900000.0,88.08,88.16,88.05,88.05,60281.41,8882908.13,-0.00019447
1774519200000.0,88.05,88.09,87.93,87.95,77003.75,8882908.13,-0.00019447
1774519500000.0,87.95,88.1,87.85,87.9,99532.28,8882908.13,-0.00019447
1774519800000.0,87.89,88.04,87.82,87.98,56608.99,8882908.13,-0.00019447
1774520100000.0,87.97,88.18,87.97,88.11,75720.71,8882908.13,-0.00019447
1774520400000.0,88.11,88.14,88.08,88.14,11352.15,8882908.13,-0.00019447
